filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20191208_111446.jpg,640.0,640.0,three,527.49,230.88,562.11,265.50
IMG_20191208_111446.jpg,640.0,640.0,three,523.74,275.67,569.82,321.75
IMG_20191208_111446.jpg,640.0,640.0,four,331.23,153.80,366.78,189.36
IMG_20191208_111446.jpg,640.0,640.0,four,464.09,235.79,511.58,283.27
IMG_20191208_111446.jpg,640.0,640.0,four,476.26,420.70,519.06,463.51
IMG_20191208_111446.jpg,640.0,640.0,five,247.49,199.18,291.93,243.63
IMG_20191208_111446.jpg,640.0,640.0,five,213.57,348.19,261.75,396.37
IMG_20191208_111446.jpg,640.0,640.0,five,472.28,131.23,522.11,181.05
IMG_20191208_111446.jpg,640.0,640.0,five,524.44,172.28,557.66,205.50
IMG_20191208_111446.jpg,640.0,640.0,six,414.97,178.48,445.85,209.36
IMG_20191209_100054.jpg,640.0,640.0,one,283.27,327.84,321.64,366.20
IMG_20191209_100054.jpg,640.0,640.0,one,318.83,338.60,357.90,377.66
IMG_20191209_100054.jpg,640.0,640.0,two,245.85,153.92,290.53,198.60
IMG_20191209_100054.jpg,640.0,640.0,four,355.56,264.09,391.11,299.65
IMG_20191209_100054.jpg,640.0,640.0,five,236.49,241.87,279.77,285.15
IMG_20191209_100054.jpg,640.0,640.0,five,278.36,254.15,324.44,300.23
IMG_20191208_112300.jpg,640.0,640.0,one,253.57,116.14,280.00,142.57
IMG_20191208_112300.jpg,640.0,640.0,one,423.39,233.80,453.57,263.98
IMG_20191208_112300.jpg,640.0,640.0,two,258.71,300.23,296.61,338.13
IMG_20191208_112300.jpg,640.0,640.0,two,453.57,405.97,495.67,448.07
IMG_20191208_112300.jpg,640.0,640.0,three,389.47,405.61,418.01,434.15
IMG_20191208_112300.jpg,640.0,640.0,four,370.53,290.88,410.53,330.88
IMG_20191208_112300.jpg,640.0,640.0,four,316.96,370.88,355.32,409.24
IMG_20191208_112300.jpg,640.0,640.0,four,413.57,278.71,454.27,319.42
IMG_20191208_112300.jpg,640.0,640.0,five,401.40,193.45,444.44,236.49
IMG_20191208_112300.jpg,640.0,640.0,six,207.49,421.29,246.78,460.58
IMG_20191208_112300.jpg,640.0,640.0,five,387.13,258.36,415.67,286.90
IMG_20191208_112618.jpg,640.0,640.0,three,305.50,357.54,334.27,386.32
IMG_20191208_112005.jpg,640.0,640.0,five,298.01,338.48,328.19,368.66
IMG_20191208_112005.jpg,640.0,640.0,five,203.04,395.56,233.92,426.43
IMG_20191208_112005.jpg,640.0,640.0,five,387.84,442.46,427.84,482.46
IMG_20191208_112005.jpg,640.0,640.0,five,458.01,214.03,496.61,252.63
IMG_20191208_112005.jpg,640.0,640.0,five,196.26,248.65,229.94,282.34
IMG_20191208_112005.jpg,640.0,640.0,one,351.58,182.57,392.28,223.27
IMG_20191208_112005.jpg,640.0,640.0,five,333.57,364.21,369.82,400.47
IMG_20191208_112005.jpg,640.0,640.0,one,356.26,324.44,398.36,366.55
IMG_20191208_112005.jpg,640.0,640.0,one,180.35,357.43,214.27,391.34
IMG_20191208_112005.jpg,640.0,640.0,two,249.12,174.50,306.43,231.81
IMG_20191208_112005.jpg,640.0,640.0,two,316.02,393.92,365.85,443.74
IMG_20191209_095735.jpg,640.0,640.0,one,290.53,374.74,342.22,426.43
IMG_20191209_095735.jpg,640.0,640.0,two,381.29,406.08,421.52,446.32
IMG_20191209_095735.jpg,640.0,640.0,two,438.60,373.57,476.96,411.93
IMG_20191209_095735.jpg,640.0,640.0,four,309.47,275.09,351.35,316.96
IMG_20191209_095735.jpg,640.0,640.0,five,278.36,246.78,324.44,292.87
IMG_20191209_095735.jpg,640.0,640.0,five,229.47,373.22,278.36,422.11
IMG_20191209_095735.jpg,640.0,640.0,six,159.30,325.85,213.80,380.35
IMG_20191209_095735.jpg,640.0,640.0,six,226.67,307.72,269.24,350.29
IMG_20191209_095735.jpg,640.0,640.0,six,305.96,327.84,348.54,370.41
IMG_20191208_111833.jpg,640.0,640.0,six,516.02,288.89,572.63,345.50
IMG_20191208_111833.jpg,640.0,640.0,six,384.09,383.63,420.35,419.88
IMG_20191208_111833.jpg,640.0,640.0,five,396.26,197.19,443.74,244.68
IMG_20191208_111833.jpg,640.0,640.0,five,419.65,89.71,476.96,147.02
IMG_20191208_111833.jpg,640.0,640.0,four,368.89,283.63,416.61,331.34
IMG_20191208_111833.jpg,640.0,640.0,one,241.40,208.54,286.78,253.92
IMG_20191209_100039.jpg,640.0,640.0,one,255.67,289.36,300.35,334.04
IMG_20191209_100039.jpg,640.0,640.0,four,228.07,221.99,265.03,258.95
IMG_20191209_100039.jpg,640.0,640.0,five,322.34,205.26,361.40,244.33
IMG_20191209_100039.jpg,640.0,640.0,five,391.81,266.32,442.81,317.31
IMG_20191209_100039.jpg,640.0,640.0,five,195.56,294.04,237.19,335.67
IMG_20191209_100039.jpg,640.0,640.0,five,311.81,320.23,350.64,359.06
IMG_20191209_095710.jpg,640.0,640.0,one,53.10,265.26,109.01,321.17
IMG_20191209_095710.jpg,640.0,640.0,one,529.36,416.96,583.16,470.76
IMG_20191209_095710.jpg,640.0,640.0,two,243.74,289.01,294.04,339.30
IMG_20191209_095710.jpg,640.0,640.0,three,109.71,262.11,158.60,310.99
IMG_20191208_111642.jpg,640.0,640.0,one,341.05,111.93,376.61,147.49
IMG_20191208_111642.jpg,640.0,640.0,one,189.47,364.80,228.54,403.86
IMG_20191208_111642.jpg,640.0,640.0,two,160.70,221.40,200.70,261.40
IMG_20191208_111642.jpg,640.0,640.0,two,280.00,272.05,311.58,303.63
IMG_20191208_111642.jpg,640.0,640.0,two,209.82,433.80,243.74,467.72
IMG_20191208_111642.jpg,640.0,640.0,two,335.91,344.80,379.65,388.54
IMG_20191208_111642.jpg,640.0,640.0,two,510.18,364.33,546.43,400.58
IMG_20191208_111642.jpg,640.0,640.0,one,374.27,438.36,414.27,478.36
IMG_20191208_111642.jpg,640.0,640.0,three,154.62,362.46,184.80,392.63
IMG_20191208_111642.jpg,640.0,640.0,three,135.91,437.54,169.82,471.46
IMG_20191208_111642.jpg,640.0,640.0,three,391.58,354.15,433.22,395.79
IMG_20191208_111642.jpg,640.0,640.0,four,101.05,383.86,145.73,428.54
IMG_20191208_111642.jpg,640.0,640.0,four,245.15,385.38,279.30,419.53
IMG_20191208_111642.jpg,640.0,640.0,four,273.92,428.19,307.13,461.40
IMG_20191208_111642.jpg,640.0,640.0,four,296.61,355.32,328.89,387.60
IMG_20191208_111642.jpg,640.0,640.0,five,103.39,124.44,138.95,160.00
IMG_20191208_111642.jpg,640.0,640.0,five,156.26,396.84,193.22,433.80
IMG_20191208_111642.jpg,640.0,640.0,five,224.09,408.07,263.39,447.37
IMG_20191208_111642.jpg,640.0,640.0,five,487.49,295.79,531.23,339.53
IMG_20191208_111642.jpg,640.0,640.0,five,371.93,404.33,414.27,446.67
IMG_20191208_111642.jpg,640.0,640.0,three,357.66,368.89,400.00,411.23
IMG_20191208_111642.jpg,640.0,640.0,six,324.44,374.27,358.36,408.19
IMG_20191209_095359.jpg,640.0,640.0,one,367.02,160.00,403.04,196.02
IMG_20191209_095359.jpg,640.0,640.0,one,191.11,317.66,239.30,365.85
IMG_20191209_095359.jpg,640.0,640.0,three,319.53,218.83,356.26,255.56
IMG_20191209_095359.jpg,640.0,640.0,three,371.23,235.67,406.78,271.23
IMG_20191209_095359.jpg,640.0,640.0,four,341.52,347.84,379.65,385.96
IMG_20191209_095359.jpg,640.0,640.0,four,354.85,260.94,399.53,305.61
IMG_20191209_095359.jpg,640.0,640.0,five,145.73,230.99,195.56,280.82
IMG_20191209_095348.jpg,640.0,640.0,one,113.92,299.88,161.40,347.37
IMG_20191209_095348.jpg,640.0,640.0,one,197.66,298.60,237.19,338.13
IMG_20191209_095348.jpg,640.0,640.0,two,196.96,228.30,248.66,280.00
IMG_20191209_095348.jpg,640.0,640.0,four,274.85,384.68,321.64,431.46
IMG_20191209_095348.jpg,640.0,640.0,four,452.16,311.70,501.05,360.58
IMG_20191209_095348.jpg,640.0,640.0,five,87.02,325.73,132.40,371.11
IMG_20191208_113012.jpg,640.0,640.0,six,97.31,162.69,137.78,203.16
IMG_20191208_113012.jpg,640.0,640.0,six,143.86,444.80,177.08,478.01
IMG_20191208_113012.jpg,640.0,640.0,two,464.80,250.29,506.20,291.70
IMG_20191208_113012.jpg,640.0,640.0,two,336.61,364.09,378.01,405.50
IMG_20191208_113012.jpg,640.0,640.0,two,151.58,353.45,193.92,395.79
IMG_20191208_113012.jpg,640.0,640.0,two,83.04,287.37,127.49,331.81
IMG_20191208_113012.jpg,640.0,640.0,one,87.25,224.56,121.17,258.48
IMG_20191208_113012.jpg,640.0,640.0,four,108.54,199.06,144.56,235.09
IMG_20191209_095958.jpg,640.0,640.0,two,209.59,299.18,250.06,339.65
IMG_20191209_095958.jpg,640.0,640.0,three,274.15,232.51,311.11,269.47
IMG_20191209_095958.jpg,640.0,640.0,three,362.11,249.24,408.89,296.02
IMG_20191209_095958.jpg,640.0,640.0,three,202.57,137.19,244.44,179.06
IMG_20191209_095958.jpg,640.0,640.0,five,248.66,286.78,288.42,326.55
IMG_20191209_100232.jpg,640.0,640.0,two,273.45,373.22,320.23,420.00
IMG_20191209_100232.jpg,640.0,640.0,four,138.01,403.16,190.41,455.56
IMG_20191209_100232.jpg,640.0,640.0,four,183.39,91.11,235.79,143.51
IMG_20191209_100232.jpg,640.0,640.0,five,347.84,303.39,393.92,349.47
IMG_20191209_100232.jpg,640.0,640.0,five,419.42,342.11,470.41,393.10
IMG_20191209_100232.jpg,640.0,640.0,five,420.82,206.67,469.01,254.85
IMG_20191208_111316.jpg,640.0,640.0,six,90.53,220.23,126.08,255.79
IMG_20191208_111316.jpg,640.0,640.0,six,282.10,356.02,321.40,395.32
IMG_20191208_111316.jpg,640.0,640.0,six,438.36,299.88,472.28,333.80
IMG_20191208_111316.jpg,640.0,640.0,six,390.18,136.49,423.39,169.71
IMG_20191208_111316.jpg,640.0,640.0,six,283.04,125.26,311.58,153.80
IMG_20191208_111316.jpg,640.0,640.0,six,331.93,400.23,362.11,430.41
IMG_20191208_111316.jpg,640.0,640.0,three,231.58,148.07,277.66,194.15
IMG_20191208_111316.jpg,640.0,640.0,three,418.71,121.05,448.19,150.53
IMG_20191208_111316.jpg,640.0,640.0,three,515.32,161.29,558.36,204.33
IMG_20191208_111316.jpg,640.0,640.0,three,454.97,252.40,494.97,292.40
IMG_20191208_111316.jpg,640.0,640.0,three,435.32,372.63,474.62,411.93
IMG_20191208_111316.jpg,640.0,640.0,two,312.51,173.22,352.28,212.98
IMG_20191208_111316.jpg,640.0,640.0,two,395.32,386.32,435.32,426.32
IMG_20191208_111316.jpg,640.0,640.0,four,251.93,123.27,283.74,155.09
IMG_20191208_111316.jpg,640.0,640.0,four,411.23,204.44,445.15,238.36
IMG_20191208_111316.jpg,640.0,640.0,four,526.78,278.71,558.36,310.29
IMG_20191208_111316.jpg,640.0,640.0,four,520.70,311.23,555.32,345.85
IMG_20191208_111316.jpg,640.0,640.0,four,390.18,169.36,431.58,210.76
IMG_20191208_111316.jpg,640.0,640.0,five,165.15,305.50,196.96,337.31
IMG_20191208_111316.jpg,640.0,640.0,five,313.22,432.98,346.43,466.20
IMG_20191208_111316.jpg,640.0,640.0,five,320.00,122.57,358.36,160.94
IMG_20191208_111316.jpg,640.0,640.0,five,356.96,119.88,394.62,157.54
IMG_20191209_100722.jpg,640.0,640.0,four,247.95,500.58,289.12,541.75
IMG_20191209_100722.jpg,640.0,640.0,four,466.90,281.75,502.46,317.31
IMG_20191209_100722.jpg,640.0,640.0,four,348.54,322.92,386.90,361.29
IMG_20191209_100722.jpg,640.0,640.0,six,389.71,263.86,439.30,313.45
IMG_20191209_100722.jpg,640.0,640.0,six,410.29,414.74,456.37,460.82
IMG_20191209_095342.jpg,640.0,640.0,one,275.56,257.66,316.72,298.83
IMG_20191209_095342.jpg,640.0,640.0,two,329.36,337.19,371.23,379.06
IMG_20191209_095342.jpg,640.0,640.0,five,166.32,178.01,212.40,224.09
IMG_20191209_095342.jpg,640.0,640.0,five,230.18,395.20,269.24,434.27
IMG_20191209_095342.jpg,640.0,640.0,six,240.23,208.89,282.57,251.23
IMG_20191209_095342.jpg,640.0,640.0,six,443.51,312.40,489.59,358.48
IMG_20191209_095604.jpg,640.0,640.0,one,281.17,321.17,313.92,353.92
IMG_20191209_095604.jpg,640.0,640.0,two,269.94,234.74,306.67,271.46
IMG_20191209_095604.jpg,640.0,640.0,three,318.13,321.64,352.05,355.56
IMG_20191209_095604.jpg,640.0,640.0,four,490.29,212.28,526.55,248.54
IMG_20191209_095604.jpg,640.0,640.0,six,93.33,289.24,128.89,324.80
IMG_20191209_095503.jpg,640.0,640.0,one,240.94,392.51,275.56,427.13
IMG_20191209_095503.jpg,640.0,640.0,two,152.28,385.38,186.90,420.00
IMG_20191209_095503.jpg,640.0,640.0,two,303.86,405.15,333.80,435.09
IMG_20191209_095503.jpg,640.0,640.0,three,299.65,359.53,332.87,392.75
IMG_20191209_095503.jpg,640.0,640.0,three,418.71,339.65,449.12,370.06
IMG_20191209_095503.jpg,640.0,640.0,four,354.15,456.84,388.30,490.99
IMG_20191209_095503.jpg,640.0,640.0,five,233.68,295.20,269.24,330.76
IMG_20191209_095503.jpg,640.0,640.0,six,391.11,362.69,425.73,397.31
IMG_20191209_100127.jpg,640.0,640.0,two,400.94,194.27,440.70,234.04
IMG_20191209_100127.jpg,640.0,640.0,two,180.58,490.99,226.67,537.08
IMG_20191209_100127.jpg,640.0,640.0,one,425.73,334.97,475.56,384.80
IMG_20191209_100127.jpg,640.0,640.0,six,192.51,204.91,237.19,249.59
IMG_20191209_100127.jpg,640.0,640.0,four,232.28,193.92,272.05,233.68
IMG_20191208_112600.jpg,640.0,640.0,three,320.00,300.94,364.44,345.38
IMG_20191208_111228.jpg,640.0,640.0,five,243.04,350.06,286.55,393.57
IMG_20191208_111228.jpg,640.0,640.0,two,294.50,320.00,337.08,362.57
IMG_20191208_111228.jpg,640.0,640.0,five,356.49,282.92,386.67,313.10
IMG_20191208_111228.jpg,640.0,640.0,five,516.02,145.96,558.60,188.54
IMG_20191208_111228.jpg,640.0,640.0,five,228.54,129.47,272.51,173.45
IMG_20191208_111228.jpg,640.0,640.0,five,319.30,121.87,352.28,154.85
IMG_20191208_111228.jpg,640.0,640.0,six,92.16,142.46,129.36,179.65
IMG_20191208_111228.jpg,640.0,640.0,six,170.53,138.25,202.34,170.06
IMG_20191208_111228.jpg,640.0,640.0,six,528.42,227.02,567.02,265.61
IMG_20191208_111228.jpg,640.0,640.0,one,107.37,295.91,138.95,327.49
IMG_20191208_111228.jpg,640.0,640.0,one,462.46,158.36,492.63,188.54
IMG_20191208_111228.jpg,640.0,640.0,one,423.86,132.75,459.65,168.54
IMG_20191208_111228.jpg,640.0,640.0,one,382.46,157.54,412.87,187.95
IMG_20191208_111228.jpg,640.0,640.0,one,337.08,152.05,364.68,179.65
IMG_20191208_111228.jpg,640.0,640.0,three,93.57,207.02,134.97,248.42
IMG_20191208_111228.jpg,640.0,640.0,three,122.57,130.76,156.96,165.15
IMG_20191208_111228.jpg,640.0,640.0,three,284.91,143.16,327.49,185.73
IMG_20191208_111228.jpg,640.0,640.0,two,319.30,202.34,355.09,238.13
IMG_20191208_111228.jpg,640.0,640.0,four,377.08,127.37,408.65,158.95
IMG_20191208_111228.jpg,640.0,640.0,four,485.85,317.31,533.80,365.26
IMG_20191208_111228.jpg,640.0,640.0,four,483.04,229.82,535.20,281.99
IMG_20191208_111228.jpg,640.0,640.0,six,469.24,187.25,500.82,218.83
IMG_20191209_095740.jpg,640.0,640.0,one,287.72,276.84,333.80,322.92
IMG_20191209_095740.jpg,640.0,640.0,one,262.69,349.36,310.41,397.08
IMG_20191209_095740.jpg,640.0,640.0,two,404.68,332.98,443.51,371.81
IMG_20191209_095740.jpg,640.0,640.0,three,313.22,224.91,350.64,262.34
IMG_20191209_095740.jpg,640.0,640.0,four,303.16,312.98,335.91,345.73
IMG_20191209_095740.jpg,640.0,640.0,five,373.33,363.04,417.31,407.02
IMG_20191209_095740.jpg,640.0,640.0,four,366.32,306.90,411.70,352.28
IMG_20191209_095740.jpg,640.0,640.0,six,348.54,338.83,383.39,373.68
IMG_20191209_095740.jpg,640.0,640.0,six,312.51,358.13,358.60,404.21
IMG_20191208_111530.jpg,640.0,640.0,six,94.27,162.46,137.31,205.50
IMG_20191208_111530.jpg,640.0,640.0,six,254.97,145.50,296.61,187.13
IMG_20191208_111530.jpg,640.0,640.0,six,437.66,319.06,468.54,349.94
IMG_20191208_111530.jpg,640.0,640.0,four,140.35,144.09,184.09,187.84
IMG_20191208_111530.jpg,640.0,640.0,four,428.54,163.98,476.26,211.70
IMG_20191208_111530.jpg,640.0,640.0,four,307.13,371.93,344.09,408.89
IMG_20191208_111530.jpg,640.0,640.0,five,89.12,293.10,139.65,343.63
IMG_20191208_111530.jpg,640.0,640.0,five,276.96,119.42,319.30,161.75
IMG_20191208_111530.jpg,640.0,640.0,five,323.74,129.71,353.92,159.88
IMG_20191208_111530.jpg,640.0,640.0,five,408.89,132.63,447.49,171.23
IMG_20191208_111530.jpg,640.0,640.0,five,403.74,207.13,434.62,238.01
IMG_20191208_111530.jpg,640.0,640.0,three,259.65,208.66,291.93,240.94
IMG_20191208_111530.jpg,640.0,640.0,three,384.80,125.50,413.57,154.27
IMG_20191208_111530.jpg,640.0,640.0,three,525.15,312.40,565.15,352.40
IMG_20191208_111530.jpg,640.0,640.0,two,294.97,419.42,326.78,451.23
IMG_20191208_111530.jpg,640.0,640.0,one,402.10,391.58,442.10,431.58
IMG_20191208_111530.jpg,640.0,640.0,one,528.19,202.57,564.44,238.83
IMG_20191208_111530.jpg,640.0,640.0,one,449.82,115.91,495.67,161.75
IMG_20191208_111530.jpg,640.0,640.0,one,507.13,113.10,556.02,161.99
IMG_20191208_111847.jpg,640.0,640.0,five,375.67,215.67,410.53,250.53
IMG_20191208_111847.jpg,640.0,640.0,five,290.53,214.27,331.93,255.67
IMG_20191208_111847.jpg,640.0,640.0,four,252.87,307.02,299.65,353.80
IMG_20191208_111847.jpg,640.0,640.0,two,314.62,263.51,360.00,308.89
IMG_20191208_111847.jpg,640.0,640.0,one,423.39,240.00,475.32,291.93
IMG_20191208_111847.jpg,640.0,640.0,two,391.58,313.45,439.06,360.94
IMG_20191208_111847.jpg,640.0,640.0,one,350.88,319.06,390.18,358.36
IMG_20191209_095609.jpg,640.0,640.0,two,220.35,293.22,256.37,329.24
IMG_20191209_095609.jpg,640.0,640.0,two,379.65,259.06,416.61,296.02
IMG_20191209_095609.jpg,640.0,640.0,four,364.21,409.94,401.64,447.37
IMG_20191209_095609.jpg,640.0,640.0,five,338.71,239.30,380.58,281.17
IMG_20191209_095609.jpg,640.0,640.0,six,530.06,330.76,572.63,373.33
IMG_20191208_112426.jpg,640.0,640.0,five,136.61,276.14,170.53,310.06
IMG_20191208_112426.jpg,640.0,640.0,five,336.61,356.84,386.43,406.67
IMG_20191208_112426.jpg,640.0,640.0,five,310.18,234.15,337.31,261.29
IMG_20191208_112426.jpg,640.0,640.0,three,410.53,249.36,448.89,287.72
IMG_20191208_112426.jpg,640.0,640.0,one,331.23,212.40,362.11,243.27
IMG_20191209_100348.jpg,640.0,640.0,one,335.21,388.30,379.65,432.75
IMG_20191209_100348.jpg,640.0,640.0,one,280.47,93.22,320.94,133.68
IMG_20191209_100348.jpg,640.0,640.0,two,353.45,225.50,398.13,270.18
IMG_20191209_100348.jpg,640.0,640.0,four,382.69,282.22,418.01,317.54
IMG_20191209_100348.jpg,640.0,640.0,four,254.97,331.11,293.33,369.47
IMG_20191209_100348.jpg,640.0,640.0,five,164.91,464.68,217.54,517.31
IMG_20191209_100348.jpg,640.0,640.0,six,398.13,303.04,443.51,348.42
IMG_20191209_100221.jpg,640.0,640.0,two,210.99,335.09,261.99,386.08
IMG_20191209_100221.jpg,640.0,640.0,three,335.91,477.89,389.01,530.99
IMG_20191209_100221.jpg,640.0,640.0,three,338.71,169.94,396.02,227.25
IMG_20191209_100221.jpg,640.0,640.0,five,291.23,225.85,349.94,284.56
IMG_20191209_100221.jpg,640.0,640.0,six,449.12,204.80,505.96,261.64
IMG_20191209_100221.jpg,640.0,640.0,six,231.58,491.70,281.87,541.99
IMG_20191208_112648.jpg,640.0,640.0,six,438.36,252.98,473.92,288.54
IMG_20191208_112648.jpg,640.0,640.0,four,444.44,383.86,480.00,419.42
IMG_20191209_100620.jpg,640.0,640.0,one,332.16,199.18,384.80,251.81
IMG_20191209_100620.jpg,640.0,640.0,three,296.14,416.84,347.13,467.84
